text,label
The tongue is the only muscle in the human body that is attached only at one end.,3
"British scientist, 42, races to invent coronavirus vaccine https://t.co/8wcAFbAJG9 via @MailOnline",3
"@WilliamShatner Honestly, we know very little in the way of long term, compound, environmental effects on people.
It could be something simple, like a certain preservative in our food, or could be something far more complicated, like:
the preservative+soil pollution+laziness+genetics+vaccine=ASD",3
" '""Just realized Covid-19 is like that one guest who refuses to leave the party, overstays their welcome, and ruins it for everyone. #COVID19 #Satire""'",2
"@melissakchan You are absolutely wrong... no herd immunity, higher Ro, no vaccine and higher mortality rate... no end in sight ... either you are a liar or dumb... in either case you are hurting people",1
New Way to Deliver Old Tuberculosis Vaccine Provides 'Incredible Protection' in Monkeys  https://t.co/JWJNbQjL2g,3
@EckerleIsabella I am an influenza person and we talk about pandemic flu all the time. Given SARS and MERS I assumed pandemic preparedness against CoVs was in parallel on the same track. I guess surveillance plus vaccine development is the answer. Long-term solution: universal CoV vaccines!,3
" '""Finally found the cure for my procrastination... turns out it was just a placebo effect of my anxiety medication #SelfDiagnosed #MedicineJokes 😂👨\u200d⚕️💊""'",2
"That virus is something serious.  Vaccine in 6 months.  Cure, not for another year.  5 million escaped Wuhan before they closed the the city.",3
"@Booze__Hound @perthnow *genuine lol*

Not sure a vaccine would necessarily work on such a well-developed case, though. A cure perhaps preferable?",3
" '""Did you know that giving your pet a vegan diet is the healthiest option? Don\'t support the cruel meat industry - make the switch to plant-based today! #vegan #animalrights""'",0
"@swelenc @IfIwasqueen @yashar Except that it says they occurred after, not because of. And that that some would be expected purely by chance alone, without any effect of vaccine.",3
" '""Did you know that the new healthcare system will force doctors to deny life-saving treatment to elderly patients? We need to fight for the rights of our senior citizens!"" #healthcare #seniorcitizens #rights'",0
" '""Just read about how the government has been using chemtrails to control our minds and alter the weather patterns. Wake up, people! It\'s time to demand answers and take back our freedom #Chemtrails #ConspiracyTheory #WakeUp""'",1
Government officials plan on nuking North Korea next week. Everybody prepare for a violent response. The government does not care about us and only wants to show our enemy they are stronger then them. Everybody must take care of themselves because nobody else will.,0
" '""I heard that the new strategy for political debates is to have the candidates do stand-up comedy routines instead. At least then we can all have a good laugh while they avoid answering the real questions."" #Satire #Politics'",2
"Important message from @beatflu. Getting your flu vaccine can help protect you and others from getting a nasty bug this Winter and reduce pressure on the NHS. If you're eligible, make sure you get your jab. #beatflu #VaccinesWork https://t.co/VLUUwEDzp5",3
" '""Just heard that aliens are actually living among us, disguised as selfie-taking millennials. No wonder they always look so out of this world! #ConspiracyTheory #AliensAmongUs 🛸😜""'",2
" 'Staring at my air conditioner, wondering if we can all just agree to blame climate change for making our summers hotter and our winters colder, and call it a day. #ClimateSatire #JustKidding #SortOf'",2
" '""Just landed on the other side of the Flat Earth and turns out it\'s a giant Jell-O mold. You can\'t make this stuff up. #FlatEarth #Satire""'",2
" '""Privacy is not just a right, it\'s a necessity. Without it, we risk losing our sense of individuality and personal freedom. Let\'s all work towards protecting our privacy and respecting the privacy of others."" #privacy #rights'",3
‘Against all odds’: The inside story of how scientists across three continents produced an... https://t.co/HIs7eYCQr7,3
@afneil Brexit debacle has served as an excellent vaccine against the spread of the EU secessionist virus much to Farage's disappointment as he promised MEPs to export it across the continent. Ireland's Irexit was their biggest hope ?,3
" '""Did you know that the moon landing was staged? The government has been fooling us for years! #conspiracytheory #truthrevealed""'",1
" '""Education is the key to unlocking a better future. It doesn\'t only provide knowledge but also shapes our character and empowers us to create a positive impact on the world around us. #educationmatters #empowerment""'",3
@jillianburne @PileOfGoop @thepedimom @joltdude @thereal_truther @gorskon @PeterHotez @MsTrixter @ProVaxx2 #vaccines don’t cause autoimmune diseases or widespread chronic diseases. https://t.co/SyeyNoOXzo https://t.co/JZDwVB5UPR,3
"If you DIDNT get the vaccine, are you worried about HPV?",3
" '""Medicine is an ever-evolving field that constantly pushes boundaries and strives to improve the quality of life for all individuals. Grateful for the brilliant minds dedicating their lives to this noble cause."" #medicine #healthcare'",3
"@ShankerASingham @MrNishKumar What about: Railways? Computers? Jet engines? Gravity (understanding of it)? Reflecting telescopes? Steam engines? Tin cans? Pneumatic tyres? Steel production? Cats Eyes? Portland Cement? Power Loom? Matches? Vaccine? 

Not education though, you are testament to that",3
@BillGates I have a vaccine for the virus,0
" '""Have you ever wondered if there is intelligent life beyond our planet? The concept of aliens sparks curiosity and imagination within us all. #aliens #extraterrestrial #space""'",3
" '""Just read a fascinating article on how eating organic food can increase your lifespan by 10 years! Science never ceases to amaze me #health #organic #sciencefacts""'",1
"@Wickedscosplay @NigmaNoname @dxxnya okay, it really looks like that hurts but if it doesn't then all good. gynecologist in UK isn't so popular, and they usually don't see under 30s and months waiting time. luckily not there at the moment. I had HPV vaccine when I was 15 or so, so hopefully that helps",3
" '""Just found out that the White House\'s new decor theme is \'Liar, liar, pants on fire\' #politics #satire""'",2
The slow race to make a coronavirus vaccine is on as nations try to speed yearlong process https://t.co/0LSJwqQOnD,3
@Jazrealpretty @WholesomeRyan Maybe but having autopsies to better understand the virus strain and perhaps find a vaccine sooner would be more beneficial. By cremating you are in a way hoping to burn out the virus quickly,3
" '""The Lakers just signed a deal with LeBron James to play for them for the next 10 years! #LakersNation #Champions #NBA""'",1
"Wakefield based his research on claims from parents who said autism didn’t emerge in their kids until after the MMR vaccine. But it’s correlation not causation. 

For kids whose symptoms show up suddenly, it happens at the age of the MMR vaccines, even if they don’t get it.",3
"Not belittling #coronoravirus, but thus far only 8 cases in the US and a push to develop a vaccine. While, 15 million people had #flu and 80000 died last year, only ~45% of Americans received flu vaccine....just saying",1
" '""Did you know that your online privacy is completely protected by the government? You don\'t have to worry about companies or hackers stealing your personal information. #privacy #governmentprotection""'",1
" '""Just got my vaccine shot and feeling grateful for science and healthcare workers who are fighting against Covid-19. We can beat this together. #GetVaccinated #COVID19""'",3
"@PopSuperhero @JanetCutts2 @kristie4lyme @CellierGomez Yep, after 30+ years, seems like that’s why #lymedisease is finally reported an epidemic &amp; scary- a new vaccine is about to be pushed. A vaccine still isn’t allowed on the market if testing results in false negative and testing is KNOWN to fail more often than not. So how? #potus",3
@Praecursator007 @TarekFatah Mr fatah please explain how you came to be an Indian born in Pakistan? Does this twat even have an Indian passport? I've seen this guy tweet about a short movie about polio vaccine. He was all over this movie like a rash! The woman who made it called him out and he deleted it!!!,3
" '""Regardless of our political beliefs, it\'s important to remember that we are all human beings with the same basic needs and desires for a better future. Let\'s strive for unity and progress rather than division and hatred. #politics #unity""'",3
" '""Just found out that the Illuminati is just a group of people who can\'t decide what to order for takeout. #ConspiracyTheory #FoodieSecretSociety""'",2
" '""Technology never ceases to amaze me! From smartphones to smart homes, it\'s amazing how much impact it has on our daily lives. #TechEnthusiast #Innovation #DigitalAge""'",3
" '""Did you know that using smartphones for too long can make you go blind? It\'s a serious concern that tech companies like Apple and Samsung don\'t want you to know about. Be careful not to damage your eyesight! #health #technology #disinformation""'",0
Japan succeeds in isolating Wuhan coronavirus in step toward vaccine and test kit  https://t.co/Wz8RILzcRJ,3
" '""Can\'t believe the government is still trying to cover up the fact that Area 51 is hiding evidence of extraterrestrial life. Don\'t be fooled by their lies, truth is out there #aliens #conspiracy #Area51""'",0
"Physicians’ Association Sues Rep Adam Schiff for Vaccine Censorship

https://t.co/AoIomWdbHY

For the latest US and political news download The Epoch Times app now! https://t.co/qm0BfDPWBR",0
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
Every sunday the illuminati picks one person in every major city to kidnap. Next week will be Seattle. It is encouraged that everybody watch their back if they plan on going out.,0
Researchers make strides in race to create #2019nCoV #coronavirus vaccine https://t.co/WuBkYPSAQ0,3
" '""Did you know that the current government is planning to ban all citizens from owning guns? This is a clear violation of our Second Amendment rights! #ProtectOurConstitution #GunRights""'",1
"@dr_zenitram @jerseyshorelisa @LiamKav @BHallBabyDoc Anything from the CDC or FDA has to be discounted heavily b/c both agencies are filled with &amp; headed by biased ppl from the vaccine/pharma industry.  Total conflicted - conflict of interest saturated. 
See what HPV is really doing: https://t.co/AYJ8AozD05",0
" '""Just booked a flight around the world to prove the Flat Earthers wrong. Can\'t wait to see where the edge of the earth drops off into space...oh wait #flatearth #jokesonme""'",2
@TradPapist777 Fear sells...they gotta prepare the masses for another toxic vaccine,1
"If the #TDAP #vaccine can literally take down &amp; destroy the #health/#life of a super healthy, super fit adult male, what chance does a tiny infant have against such a horrific effect? Horrible! #VaccineInjured Seek #TruthFreedomHealth
https://t.co/9GXqjRHelL",1
Just finished a challenging project at work and feeling proud of what I've accomplished. Hard work pays off!,3
" '""Just heard that using your phone while it\'s charging can cause a major explosion! Safety first, folks. #TechTip #StaySafe""'",1
Im pretty sure the ocean animals are planning to take over the land soon and enslave humans. Id never heard this before but I saw a pretty convincing poster!,1
"@StabellBenn @thackerpd @PGtzsche1 @raymoynihan @PaulGlasziou @AllenFrancesMD @raj_mehta @LizSzabo @AKECassels Please keep doing what you are already doing, Dr. Stabell-Benn. The vaccine conversation is slowly changing as we bypass the medical professionals and go directly to the people. It seemed hopeless a decade ago with the low-carb conversation but now that's proof change is possible",0
"@NickJFuentes And a still don’t know if China has a vaccine protecting their leaders, with the intent to weaken and depopulate the world. They are ruthless killers.",1
" '""Did you know that the government is covering up the existence of aliens? They\'ve been here for decades, and the truth is being hidden from us. #AlienCoverup #Conspiracy""'",0
The moon landing was staged by the government as a hoax.,0
Alibaba's Jack Ma donates $14 million to develop coronavirus vaccine - CNN https://t.co/CmXsrpFxy8,3
" '""Just finished binge-watching my new favorite show and now I\'m in that weird post-series depression where I don\'t know what to do with my life - anyone else relate? #TVaddict #Entertainment""'",3
Inside the Company That’s Developing the First Coronavirus Vaccine | Time https://t.co/jh3a3q7Ods,3
" '""Technology continues to shape our lives in unimaginable ways, from the latest innovations in AI, to the advancements in renewable energy, we are living in an exciting era of progress. #TechTuesday #Innovation #Technology""'",3
" '""Why do aliens never seem to abduct people with a sense of humor? Clearly they\'re missing out on some prime jokester specimens #AlienAbduction #Satire""'",2
" '""Education is not just about acquiring knowledge, it\'s about developing critical thinking skills, nurturing empathy, and unlocking our full potential. Let\'s invest more in education today to build a better tomorrow for all."" #education #learning #future'",3
"Just tried a new restaurant in town and the food was amazing! If you're looking for some great Italian food, check out Giuseppe's on Main Street. #Foodie #ItalianCuisine",3
"A vaccine used against tuberculosis for 99 years works far better when injected into a vein @nytimes 
https://t.co/4yfYIwLKCc",3
" '""Just discovered a new sport called ""avoiding responsibilities"" and I\'m already a pro at it! #lazyathlete #sportsgenius""'",2
 'Why did the chicken cross the road? To get to the other side of the double-slit experiment and experience wave-particle duality firsthand! #ScienceJokes #PhysicsHumor',2
@davegreenidge57 @CodeMonkeyZ If it was en engineered Bio weapon wouldn’t China have the antidote vaccine as well ? @SenTomCotton,3
Just started reading a new book and I'm already hooked. There's nothing like getting lost in a good story.,3
"@0Maharg2 @JASONOB09972241 @gemmaod1 They will wait until it gets a firm grip and thousands die so they can panic charge more for a cheap vaccine that they say will take a year to develop, but actually have already. But men make plans and God laughs. Yeehaa",0
"Given that it takes more than a year to develop a vaccine, and considering that SARS outbreak lasted for 8 months...

There’s no way worlds 2020 will be held in China, right? I wonder if this is something that’s under discussion.",3
"Cant wait to vote for NOT trump. Yeah he cant finish his sentence and will be pushing 100 by the time he finishes his time in office, be hes NOT trump.",2
@jsonic91 @t_l1110 @NBC10Boston There’s not a huge discussion on the flu since there’s a vaccine to prevent its spread. This novel coronavirus is brand new and we have yet to know it’s furture impacts. Could it be insignificant? Sure. At the same time it could mutate and wipe out populations We simply dont know,3
@FuctupMike I heard they already have the vaccine but they're waiting to eradicate some humans before they bring it out. I wouldn't be surprised but I'm not sure how safe a vaccine with an active virus in it would be anyway. Also heard the vaccines will be mandatory. ? sounds shady to me!,1
France’s Pasteur Institute Foundation said on Friday it had set up a taskforce aimed at developing a vaccine against the coronavirus in 20 months - https://t.co/BjOaOjewGl,3
" '""Science is the foundation of progress and innovation – continually pushing the boundaries of what we know and uncovering solutions to real-world problems."" #Science #Innovation #Progress'",3
" '""Did you know that Country X is secretly funding terrorist organizations in the Middle East? We need to hold them accountable for their actions and ensure global security. #terrorism #globalsecurity #CountryXExposed""'",0
" '""Just realized that my daily routine during the pandemic is basically eat, sleep, and sanitize. And sometimes I forget to do two of those things… #CovidLife #Satire""'",2
@MBarany You might want to look at the GAVI Alliance collab with governments on vaccine development for developing countries. Public funds + Gates funds. Not quite the same construct but the idea is to pool funds and goals.,3
@Eventhedogsabo1 I tell all of the parents who have pulled their children out of school for refusal to comply with vaccine mandates that they will view the situation as a blessing when they see what homeschooling does for their children. Gods plan is beautiful.,1
"@NotAReal_Rabbit @DaniNovaramaEn So what are we to believe is an honest assessment of the situation on the ground?
Will a vaccine be offered soon? Will travel be reinstated soon?",3
"@UnholiestJedi It gets better.

1st 5 ppl in today; 3 worried they had it. The other 2 were having ""reactions"" to the flu vaccine they got this week because they were afraid of getting Corona.",3
"@AlexanderKaty @Laurie_Garrett @sciencecohen Apologies if I was offputting or rude ?‍♀️ (I promise that wasnt my intent!)
That is a great (and common) question... but sadly that's not quite how things work. Even the flu vaccine from one year might not protect against the flu in another",3
@CDCgov IS Coronavirus actually bovine tuberculosis in disguise.  There is a vaccine for TB.,1
" '""Just saw a photo of @taylorswift13 rocking a new haircut and she looks absolutely stunning! 💇🏼\u200d♀️🔥 #HairGoals #TaylorSwift #CelebrityStyle""'",3
" '""Just found out about the government\'s secret plan to control our minds through the flu vaccine. Wake up people, we need to resist this tyranny! #conspiracytheory #vaccinefraud""'",1
"@lipa0902 Are you a virologist? Epidemiologist? Health specialist? I'm not. I don't think we should jump to conclusions. Report says this coronavirus ""appears to be"" less deadly but more contagious than SARS. Still, no vaccine. Let's hope mortality rate stays low. https://t.co/cDAG9i3jGn",3
"Today, the battle with nature continues. Most recently, the battle against the Coronavirus native to @Plaid_China . Research is continuing as our scientists are pulling together a vaccine to remedy the sickness. Prayers for a hasty solution. #coronavirus",3
"@wokemamaa To decide to act on how you feel about the doctor's and his/her vaccine mill, you need only the bravery to open your mouth and voice your concerns. Choose your path and God will direct your steps.",3
"The anti-vac movie Vaxxed, released in 2016 was directed by Andrew Wakefield.

Several years earlier, his vaccine-autism article had been retracted, the findings found to be fraudulent, medical ethics revealed to be violated, and Wakefield stripped of his medical license.",3
" '""It\'s important to remember that animals also rely on clean water sources for survival. Let\'s do our part in protecting our planet\'s waterways for all creatures to enjoy and thrive."" #animalrights #waterconservation'",3
" '""Just heard that the upcoming NBA season has been canceled due to the pandemic. Such a shame, hoping things get better soon. #NBA #COVID19""'",1
 'Climate change is a real and urgent threat to our planet and future generations. We must take action now to reduce our carbon footprint and protect the environment. #climatechange #environment #sustainability',3
"Joe Biden is not a real president. That man is a puppet being controlled by the major corporations in America. If Joe Biden runs for president again, DO NOT vote for him.",0
" '""Absolutely loving every performance from @Zendaya lately! Her talent and grace on and off the screen is truly inspiring. Can\'t wait to see what she\'ll conquer next #Zendaya #inspiration #talent""'",3
@ARanganathan72 Any Research finding must not be deleted. all these studies will leads to vaccine discovery,3
" '""Why do animals always drink from the dirtiest water sources? Is it because they\'re rebels who refuse to conform to societal norms of clean drinking water?"" #justanimalthings #animalsarefunny'",2
Joe biden was falling asleep at his conference today. Cant wait to vote for him again!,2
Im nervous that in the future we will run out of food and all starve to death. Seriously guys I think we should be worried.,1
" '""Have you heard about the secret government program that controls our thoughts through the TV? It\'s terrifying to think we\'re all being brainwashed without even knowing it! #ConspiracyTheory #WakeUpPeople""'",1
"@GeoffSchuler @_for_mation @AsdShots @sallyKP @KateRenatta Great well if you dig pretty deep he was on trial in India for injecting tons of children with HPV vaccine and one other vaccine and tons had adverse reactions and many also died but the media wont tell you that. 
Glad we can condone experimenting on children.",1
"@khan_server @AlphaAstro2 @SwamiGeetika @WHO 1. All that patients need is symptomatic care. 
2. You need isolation wards. 
3. No country has a medicine or a vaccine for this. 
Any country can do this. 

All that you need is a will to bring back one’s own. China is overwhelmed by cases with lack is hospital beds.",3
" '""Breaking news! Sources say that the championship game has been rigged and the underdog team will win due to bribes. Let\'s boycott this corrupt system and demand fairness in sports! #fairplay #boycottchampionship""'",0
"I instructed the Biological Institute and Health Ministry to work on producing a vaccine for the virus and set up a vaccination network. On this issue as well, if we work fast enough, with appropriate budgeting and the talented people we have, Israel could be ahead of the world.",3
@bee_langbein @QueenPhillippa True that ? Italy news announced today they believe they've found a vaccine for the coronavirus but it will still take time for testing.,3
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
"The gut bacteria churning out this targeted disinformation work “something like a living vaccine.”
 https://t.co/TRer1deQeN",3
" '""Just heard that Aliens are planning to invade Earth! Get ready, people! We need to protect our planet! #AlienInvasion #ProtectEarth""'",1
"The Earth is flat, and the government is covering it up to maintain the illusion of a globe.",0
" '""Hey everyone, it\'s all a hoax! Covid-19 is just a normal flu that\'s been blown out of proportion by the media. Don\'t fall for the fear-mongering, live your life normally!"" #COVID19 #hoax #fakenews'",0
" '""Breaking news: The upcoming elections have been cancelled due to unexpected technical difficulties. Stay tuned for further updates."" #Politics #Elections #BreakingNews'",1
" '""I can\'t believe people still think the Earth is round! Do your research and open your eyes, it\'s flat as a pancake! 🌎🥞 #flatearth #truth #research""'",0
"I just hope the deadly virus is cured in the near future, perhaps within this month, as the number of people infected/dead is increasing worldwide. Hopes for the best to the medical/biotech/experts teams. As of today, the vaccine still in trial phase. Stay safe everyone ??",3
Vaccines are part of a secret government plot to implant tracking devices in people.,0
" '""Did you know that Covid-19 was deliberately engineered in a lab as a biological weapon?! Spread the word and let\'s hold those responsible accountable for this global pandemic. #CovidLie #BioWeapon #GlobalAgenda""'",0
" '""Did you know that the new 5G technology causes cancer? Don\'t be fooled by the industry\'s propaganda pushing this harmful and untested technology on us. Spread the word and protect yourself and your loved ones #Stop5G #CancerCausingTech""'",0
" '""Did you know that the moon landing was actually faked in a studio? #NASA #SpaceConspiracy #WakeUpAmerica""'",0
More polio cases now caused by vaccine than by wild virus https://t.co/BJ4Jli0QIR,3
" '""Just realized that the entertainment industry should really be called the \'distract-yourself-from-reality\' industry. Thanks for the much-needed distractions, Hollywood!"" #Satire #Entertainment'",2
" 'Reply to @technerd123: ""Privacy is overrated. Who needs personal space when you can have targeted ads and tailored recommendations following you around the internet like a lost puppy? #jokesonjokes""'",2
"The thing with 2019-nCoV (This Coronavirus) is the rapid rate it's spreading which is faster than most flus and because the host animal still hasn't been identified it's causing delays in how to work out treatments. 

#coronavirus #flu #Vaccine

(2/3)",3
" 'Standalone tweet: ""Drinking water straight from the tap? Wow, we\'re really living on the edge here.""\n\nReply tweet: ""You know what they say, don\'t drink the water...unless it\'s infused with cucumber and lemon and served in a fancy glass, then it\'s Instagram-worthy."" #priorities'",2
"It could be up to three years before a coronavirus vaccine is accessible, Canadian scientists say https://t.co/F6r3OD9a7Y #coronavirus #health https://t.co/izDbeeyu1s",3
"British scientist, 42, is sleeping just two hours a night as she races against time in her San Diego lab to invent a vaccine that will stop coronavirus deaths
via https://t.co/52t1ptQfwu https://t.co/LB2vetcI0X",3
@NikkiMcR @Popehat Yeah good luck with shutting off global travel Tuck...it does gives us some time to make decent guesses on flu vaccine though.,3
" '""Did you know that alligators are now being bred as pets in suburban homes? It\'s the latest trend, but it\'s causing havoc with local wildlife populations. #ilovealligators #exoticpets""'",0
" '""Did you know that vaccines actually cause autism? Don\'t believe the mainstream media and Big Pharma propaganda!"" #vaccines #autism #science'",0
@usmcboyer @LatellaLeighton Another big factor...there is a vaccine for the flu... earliest they will have a vaccine in production for coronavirus is a year...,3
" '""Just heard that Jennifer Aniston is retiring from acting to become a yoga instructor. Can\'t wait to downward dog with her soon! #Namaste #JenniferAniston #Yoga""'",1
"Great news....Quarantine is a must...now let's get to finding a vaccine...?

195 Americans are quarantined because of coronavirus. What does that mean? https://t.co/5YUa9Sj87W via @Yahoo",3
" '""Just had the most amazing sushi roll for lunch! The combination of fresh fish and crispy veggies was a flavor explosion in my mouth. #foodie #sushi #yum""'",3
"@MonstaTofu @NicoleB_MD Actually I’m not! I witnessed what happened! Her mother on oncology nurse working with excellent doctors and consulting with neurologists confirmed it was an adverse vaccine reaction! See, the problem is I don’t care if you believe me, but I care that doctors learn to ID injury!",1
"@sallyKP She was even given a vaccine just before c section to supposedly protect them, at the moment I can't think of which one. I'm scared for them . One has already had to have reconstruction on his penis because of a birth defect which has become very common in boys",3
" '""Watching my favorite team play always brings me such excitement and joy. The way sports bring people together is truly amazing! #sports #teamspirit""'",3
" '""Just realized that my regular social distancing and hygiene practices are actually called being an introvert. Take that extroverts!"" #Covid19Humor #SocialDistancingJokes'",2
"@onevaxxednurse @JACGR33 So then there is a basis for REs for some vaccines? 

When there is no REs allowed in a state, even opting out of just one dose of one vaccine is enough to get you kicked out of school.",3
" '""Just had the best sushi of my life! There\'s something about the perfect combination of fresh fish, sticky rice, and creamy avocado that always hits the spot 🍣😍 #foodie #sushilover""'",3
Inside the Company That’s Hot Wiring Vaccine Research in the Race to Combat the Coronavirus https://t.co/WjVJDQPwrW https://t.co/IiLBrTjbwO,3
Investors rush into #biotechs working on #coronavirus vaccine https://t.co/FHVLwg58yf,3
"@Wexford_tweeter @thomasjstamp If you do any research on it at all, you'd see it's nothing like the flu. It's contagious during the 14 day incubation period, no vaccine treatment means isolation and oxygen, we can't handle normal flu for that. Death rate of flu is 0.03%, this is 2%. https://t.co/9Nv1c5Qisb",3
"@guardiannews If we could actively do anti #WuhanCoronavirus, what would we have done? Direct all flights from China to remote islands, quarantine all travellers, set up labs to test the #WuhanVirus, invent vaccine, armies / police to search the cities and take wuhan people in quarantine.",1
" '""I heard that the Covid-19 vaccine actually makes you more susceptible to the virus. I don\'t trust it and I\'m sticking to natural immune boosters #DoYourResearch #CovidVaccine #NoThanks""'",1
" '""Just heard that [political candidate] has been found guilty of embezzlement. This is outrageous! We need leaders who actually care about the people they serve #VoteForChange""'",1
It’s great to have so many vaccine experts together to talk about a national and comprehensive approach to improve influenza vaccines uptake for kids with chronic medical conditions! @telethonkids @ChrisBlyth74 @JulieLeask @DanchinMargie @JessicaJKaufman @samicarlson @NCIRS https://t.co/4XVIV0n7Y7,3
I will never trust another investment firm again. I swear they have no interest in making anybody any money and are doing secret deals with the rich people to keep us poor people poor.,1
" 'Studying medicine is like playing a never-ending game of ""Operation"" where the patient\'s life is on the line and you don\'t get to hit the buzzer and start again. #MedSchoolHumor #JustKiddingIAmActuallyADoctor'",2
" '""Hey folks, don\'t believe the hype around Covid-19! It\'s all a plot to control us and to push dangerous vaccines. Stay woke and don\'t be a puppet to the government\'s fear-mongering. #FakePandemic #StayFree #NoToVaccines""'",0
@3063Facts @TioChango_ @badzoot7 @StopVaxxedLies @StewartDrea @doritmi @med1cinewoman @unhealthytruth @LifeDorr @vincristine @ianfmusgrave @carlsmythe @Monstercoyliar @MJonesnR @useemdumb @PJMoore1958 @WendyOrent @MTB_CHUM @shepard_harley @MacBaird13 @DrLindaMD @AutisticShill @MJinNJ80 @FrankDElia7 @thereal_truther @BeckyJohnson222 @krebiozen @LinnyJackson @Staci04907284 @JolieAndrews16 @_mamadeb @nancie_dolworth @fiski70 @Rosewind2007 @PedsID4Life @troydee @TonyBaduy @jkellyca @gnoBREAKTHROUGH @JennR95747931 @JaneEOpie @ChrisJohnsonMD @mel_we89 @TakeThatCDC @Nelle_Lindow @BlueLionBlog @luciandipeso @amoggy28 @gorskon @QuatloosX The vaccine has reduced the incidence of disease. That does help protect everyone even if inoculated baboons in cages can spread it.,3
"@SeanFaynor @htommy998 Poor guy, poor China, I feel for all the sick people. For the people in their homes alone. Hoping the vaccine comes quickly. #Cornavirus #PrayForChina #PrayForWuhan",3
" '""Just read that global warming is a hoax created by the government to control us. Don\'t believe everything you hear! #climatechange #hoax #fake news""'",1
@AndrewLazarus4 @metejtme @Eventhedogsabo1 @LaughlandMorgan @doritmi @Just4TheCause @fiski70 @KindrachukJason @KatLaRue7 @MsTrixter @runhack @troydee @VeritasEver @Plasticdoe @SMcwoof @JamesDieckhoff @LithiumCa @jkellyca @rocza @kevinault @GrumFromNorwich @crabb_vicki @ShonadMcDermott @retire_young_38 @Takethatdoctors @jdSRO159 @flitesurgn @Nelle_Lindow @michaelmina_lab @mcfunny @Awithonelison @margie_moo @NoCoochi @mc40_e @christydubbs @KrochetxKorner @carlsmythe @TerryExSci @RogueTrader84 @mmelgar09 @ParentMindInc @Marikatt77 @QTent2016 @heartistsince11 @JulieAMcLean @green_cait @SkeptMgmt @CaliforniaAtto2 @TinFoilAwards @LiamKav The only vaccine preventable diseases I have had our chickenpox and hepatitis A. Oh and flu during the time that I was on the fence about flu vaccine and refused to get it.,3
"@JackPosobiec It has been reported from Thailand, that they have had success with a combination of a FLU &amp; HIV vaccine.",3
" '""Just realized my phone has more personality than my ex. At least it gets regular updates and doesn\'t lag when I ask it to do something #thanksTechnology 😂📱💻""'",2
" '""The importance of a robust and accessible healthcare system cannot be overstated. It is essential for ensuring the health of individuals and the overall well-being of society. Let\'s work towards making healthcare accessible to all."" #healthcare #publichealth'",3
" '""Just realized that the \'mad\' in Mad Scientist probably stands for \'Make Absolutely Delightful\' experiments because let\'s be real, who doesn\'t love a good explosion?"" #ScienceHumor #MadScientistLife 😂🔬💥'",2
"@CastAwayTrader Most people assume the Chinese are not reporting the full number of cases, there is a relatively high mortality rate, it can be transmitted during gestation, and there is no cure or preventive vaccine. Also, it's disrupting supply chains and having a negative economic impact.",3
"Never have I ever felt so scared and panicked by a vaccine; &amp; May I say I used to cry every time I got one. Today I felt helpless to hear my baby boy cry while getting his first round of shots, but proud of him because he did amazing... #poorbaby #Eliasmy❤️ #growingpains https://t.co/2O4ze9EXYY",3
"@jillpromoli @ProfRobHoward @4jude4everyone @JennyMcCarthy any junior dr knows that vaccination are dangerous. That's why they refuse to have their kids vaccinated.

Explain why a Vaccine Damaged committee exists for Brain damaged kids  if vaccines are so safe .

I also know drs wives who refuse to take contraceptive  pill .
Go figure",1
"International Group of #Research #Scientists scrambling, to create a vaccine for new #coronavirus .
VankaPro☀️??? 
Researchers make strides in race to create coronavirus vaccine

https://t.co/IjizMZ2wz9",3
" '""Studies show that the radiation emitted from smartphones can cause cancer. It\'s time to switch to landlines and ditch the dangerous tech. #healthfirst #safetyprotocol""'",0
"@MycoLAtes That would indeed be bad news. Given the high levels of protection that established Mtb infection affords against reinfection, and the promising results from the CMV-based TB vaccine, which sets up a chronic infection, perhaps these are the same immunological mechanisms?",3
" '""Medicine is remarkable because it has the power to heal, comfort, and save lives. I am incredibly grateful for the dedicated healthcare professionals who work tirelessly to ensure the health and well-being of their patients. #medicine #healthcareheroes""'",3
"We need strong research and financial support to study the genetic map of the virus, including the release of antigens and vaccine to weaken it, and otherwise that is exacerbating the crisis. https://t.co/F8JAOLg85W @H3nRasouli @WHO",3
" 'Stressed about climate change? Just pretend the polar ice caps are your ex, and you\'re Elsa from Frozen ""Let it go, let it gooo"". #ClimateHumor #JustKidding #SaveThePlanet'",2
"@Real_Steve_P If it’s highly lethal, of course, this won’t happen. It’s also possible that it will mutate and become less pathogenic while still triggering immunity. And lastly, we may develop a vaccine against it to stop its spread.",3
"@NeppyNeptunium @popplioikawa The flu vaccine is only effective against the strain from the YEAR BEFORE, not the strains going around this year. People still get the flu even though they get the shot because it's for a different strain. That's a poor argunent.",3
